SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2015,5,1,Urban,1982,260271.792
2348,4,2,Rural,1999,223081.9974
1515,4,1,Suburb,1994,133643.3552
2039,5,1,Urban,2004,235473.2569
1791,4,1,Rural,1999,152462.4993
1335,5,3,Rural,2001,255989.5046
2782,4,3,Suburb,1996,326470.3364
1257,5,1,Suburb,1992,218502.8588
1496,2,2,Urban,1959,202684.7731
1895,3,1,Urban,1997,159563.6275
1159,4,3,Rural,2017,167817.1467
2498,5,2,Urban,2004,328340.9622
1851,2,3,Suburb,1991,206542.456
2687,5,2,Urban,1980,254673.6548
2931,4,3,Urban,1979,301490.2158
1689,4,1,Urban,2019,211224.0441
2698,4,3,Urban,1956,345220.8055
1379,4,2,Suburb,1981,103848.3609
2568,4,3,Urban,1991,254537.2983
2952,2,2,Suburb,1975,352850.7854
1956,5,3,Urban,1961,173719.7958
1690,5,3,Rural,1963,197888.1079
2450,4,1,Urban,1990,265276.146
2636,5,2,Suburb,1992,338456.4114
2291,2,2,Suburb,1979,260643.2185
2858,4,1,Rural,1958,304034.3857
2600,3,3,Rural,1969,287191.8106
2440,2,2,Suburb,2017,270580.7139
2191,4,2,Suburb,1974,252500.319
2865,5,2,Urban,1952,371294.7232
2066,2,1,Suburb,1986,257401.5989
2579,4,1,Suburb,1977,284904.8023
1284,5,2,Rural,2009,211770.317
1396,5,3,Suburb,2009,286856.5217
1011,4,3,Rural,1969,175101.1149
2630,2,1,Urban,2018,261717.1541
2325,4,3,Rural,1957,192111.8457
2921,4,1,Urban,2021,287287.6099
2276,4,2,Rural,1981,255596.0405
1498,4,2,Rural,1973,288403.4882
1753,4,2,Urban,1974,185248.1657
1034,5,1,Suburb,1969,209782.439
1726,4,3,Rural,2002,215865.8501
1848,2,2,Suburb,1970,174158.9943
1089,3,3,Suburb,1978,80169.25806
1775,4,3,Suburb,2011,197440.8406
1604,2,1,Urban,2021,138311.8452
2945,3,1,Rural,1983,272553.041
1969,2,3,Rural,1996,150367.9726
2625,5,3,Suburb,1991,267944.9275
2021,5,2,Rural,1958,192499.1385
1417,3,2,Suburb,1985,154703.878
1114,3,2,Urban,1956,132670.1551
1616,3,3,Urban,2016,143155.4263
2926,5,1,Rural,1983,297645.455
2219,5,3,Suburb,2005,246920.2648
1825,2,2,Urban,1986,230264.155
2524,5,2,Rural,2019,328545.8605
2649,3,1,Suburb,2004,270556.7002
2516,4,3,Suburb,1985,275162.445
2098,4,2,Rural,1959,185514.4835
1412,3,1,Suburb,1990,149130.0897
2399,5,2,Rural,2000,214095.0543
2443,3,1,Rural,1954,290060.3012
1728,5,3,Urban,1986,149000.2886
2300,4,1,Urban,2006,267485.9013
2020,2,3,Rural,1978,190984.0085
1760,5,3,Suburb,2005,329138.6056
1675,2,2,Urban,1980,216085.7816
2417,4,3,Suburb,2001,298584.9525
2892,2,2,Rural,1962,295605.4559
1456,2,2,Rural,1978,220667.1374
1919,3,3,Suburb,2007,224202.0858
1191,2,1,Urban,1977,103169.8308
1738,4,3,Urban,1980,241772.0661
2712,5,3,Urban,1996,305954.6495
2122,2,1,Urban,2014,152222.3212
2571,5,2,Suburb,2009,239857.8712
1977,3,2,Urban,1979,284245.9416
2008,4,3,Suburb,2017,214463.7133
1095,4,1,Urban,2021,172054.1111
2687,5,1,Urban,2003,233840.6934
1662,4,1,Suburb,2013,240334.6245
2213,3,1,Suburb,1961,143838.1454
2759,5,3,Suburb,1961,231149.5345
1036,4,3,Rural,2005,57693.11513
2803,3,2,Suburb,1968,314396.5661
2392,3,1,Rural,1985,269266.9776
2718,2,3,Suburb,1963,246523.6998
2548,4,3,Suburb,1953,192436.586
1278,5,1,Suburb,1954,214298.2896
1216,2,1,Rural,1991,151148.942
1866,5,2,Rural,2009,241160.6364
1872,2,1,Rural,1986,211510.3411
2821,3,2,Suburb,1980,230251.8348
2296,2,2,Suburb,2006,228944.8623
2904,2,1,Rural,2001,272997.6016
1061,2,1,Rural,1992,71057.43729
1595,4,3,Suburb,2004,138738.9011
2903,2,1,Urban,1958,306800.5025
1728,3,1,Rural,2001,221433.4259
2365,5,2,Suburb,2002,260065.9184
1396,4,1,Urban,1982,193685.5175
1698,3,3,Urban,1951,253164.409
2042,4,3,Rural,1972,260611.245
1176,5,1,Suburb,1965,191111.8036
2635,5,1,Suburb,1997,236979.2652
1395,5,2,Rural,1953,142709.2132
1444,4,1,Rural,1974,90595.44336
2256,4,2,Suburb,2017,232944.4192
2938,5,1,Urban,2016,208320.6549
1075,5,2,Rural,1988,170587.7009
1264,3,3,Suburb,1971,185462.1006
1454,5,1,Urban,2009,119379.4066
2819,2,1,Urban,1985,304423.6713
1717,4,2,Urban,1998,240869.4072
1734,3,2,Urban,1982,212119.8415
2407,4,1,Urban,1968,201291.2716
2587,5,2,Suburb,2020,283949.7947
1850,2,1,Suburb,1955,237898.5328
2529,5,3,Urban,1977,218263.0783
2390,4,2,Suburb,2014,222996.2008
1143,3,1,Suburb,1963,148993.2512
1884,4,3,Suburb,1961,239641.318
2092,3,1,Rural,2008,226598.7975
2122,2,1,Urban,2020,229393.3072
1395,5,3,Urban,1957,145356.129
2048,5,2,Suburb,1959,218497.7985
1947,2,3,Suburb,2019,111367.2386
1890,4,1,Suburb,1997,205937.965
2492,2,3,Rural,2003,319363.7892
2507,5,1,Rural,1999,321563.4071
2588,3,3,Urban,1996,319101.4752
2174,5,2,Urban,1978,205614.3883
2167,4,3,Rural,1958,266521.9274
1568,3,3,Rural,2015,129901.8308
2062,4,2,Rural,2018,246504.0111
1108,5,1,Urban,2003,82999.51438
2716,5,3,Urban,1965,207232.5313
2065,3,1,Urban,1957,135032.7139
2209,4,3,Suburb,1971,296655.1868
1934,3,2,Urban,1964,259611.2173
1397,3,3,Suburb,1977,154224.8555
2246,4,1,Urban,1978,184167.6828
1633,3,1,Urban,1981,128511.6401
2156,2,2,Urban,1965,199376.2226
2186,3,1,Suburb,1982,305463.2842
2238,5,2,Rural,1985,230947.2624
1732,4,2,Suburb,1988,199698.2994
1234,5,1,Urban,1999,196146.7513
2866,2,1,Rural,2017,274487.713
1657,2,2,Suburb,1963,185033.5073
1750,3,1,Rural,1988,222984.3723
1587,5,2,Suburb,2020,208334.574
2032,3,3,Rural,1969,254289.7302
2097,3,1,Urban,1999,247007.8117
1953,5,1,Suburb,1988,189607.3232
1491,2,2,Suburb,1957,188387.2147
1912,2,3,Suburb,1979,217927.1091
2276,2,3,Rural,1969,211264.2477
2253,4,1,Urban,1977,193911.8587
2542,4,2,Urban,2019,260737.6152
2197,3,2,Urban,2003,277508.1068
2676,4,1,Suburb,1969,288139.644
2191,4,3,Suburb,1972,310818.2997
1169,5,2,Rural,1988,144823.8783
2416,3,2,Suburb,1983,216479.2312
1945,3,1,Urban,1971,208194.2387
1794,5,1,Suburb,2006,253265.0377
1633,2,3,Urban,1996,244006.2115
2217,5,3,Urban,1967,186245.8283
2540,2,2,Rural,1957,273339.0777
1028,3,1,Urban,2010,145806.9779
2188,3,1,Urban,1979,132414.1776
2445,4,1,Rural,1998,380654.635
1338,4,3,Urban,2021,82162.27558
2671,5,3,Rural,2012,213976.8596
2519,4,2,Suburb,1998,225675.3304
2388,3,1,Suburb,1992,253719.6213
2856,3,3,Suburb,1966,206099.4251
2365,2,1,Urban,2021,233693.1751
1499,4,3,Suburb,1992,41630.73904
2680,2,1,Suburb,2004,249052.4281
1510,3,2,Suburb,2011,184231.2031
2350,4,3,Rural,1971,308213.883
1216,2,3,Urban,1966,57095.7206
2324,3,2,Urban,2017,182389.1946
2155,2,2,Rural,1969,217331.8816
2827,4,1,Urban,1978,350242.8684
2093,2,3,Urban,1995,289191.5055
2275,2,1,Suburb,1963,243496.6582
2438,3,1,Suburb,1980,208749.0633
2810,4,1,Urban,1980,267005.919
1444,5,3,Rural,1952,105488.0908
1875,5,2,Rural,1971,269844.1607
2205,2,1,Suburb,2002,238840.5723
1166,3,3,Suburb,2003,206852.1296
1090,4,1,Urban,1976,92241.80582
1713,3,2,Rural,1981,133711.2318
2881,4,2,Rural,1980,363943.3169
2554,3,3,Suburb,1988,254325.5338
1038,5,3,Rural,2011,115580.6156
2149,5,2,Rural,2006,315570.8548
2474,5,3,Suburb,2016,290504.4188
1172,3,2,Rural,2011,192190.8709
1652,3,1,Suburb,1982,204042.4833
1753,2,2,Rural,2009,227730.1345
2243,5,1,Suburb,1979,315812.0094
2661,2,3,Urban,1962,235355.1438
2081,3,1,Rural,1969,266445.0245
2683,4,2,Rural,2021,373582.458
1475,5,3,Urban,1957,146532.8736
1455,5,3,Rural,1970,141658.6807
1828,5,2,Suburb,1962,311639.1474
1894,5,3,Rural,1979,200989.2947
2384,5,2,Urban,1998,284763.6398
2958,3,1,Suburb,2007,229455.1042
2024,5,1,Suburb,1995,253040.8346
1386,5,3,Rural,1951,153895.9379
2996,2,2,Urban,1968,340000.5337
1347,4,2,Rural,1976,154491.0061
1189,5,1,Rural,1956,194760.3606
1504,2,1,Rural,1999,206783.2537
2214,3,3,Urban,2002,253978.8048
2531,2,2,Suburb,1990,234623.9359
2392,5,3,Urban,1961,177596.2016
2432,2,3,Urban,1966,244735.0645
1823,2,3,Suburb,2021,236688.2718
1928,3,2,Rural,2005,205486.3072
1933,2,1,Rural,1970,214957.65
2140,3,2,Urban,1963,232001.81
1133,3,2,Urban,1971,31141.66118
1057,2,2,Suburb,1958,118092.0022
2579,5,3,Urban,1955,295625.1347
1684,4,3,Rural,1978,178076.6192
1671,2,2,Suburb,1993,195992.0248
1172,2,3,Rural,1965,48426.56953
2852,2,3,Rural,1993,237828.087
1814,4,1,Suburb,1978,224581.6795
2172,4,2,Suburb,1970,240740.1878
1079,3,2,Rural,2015,195945.2271
1885,4,3,Suburb,2021,249861.1461
2236,4,2,Suburb,1985,326922.005
1202,2,2,Urban,1952,206065.5832
1763,3,2,Urban,2006,212178.7212
2252,5,2,Rural,1998,316517.3002
2699,3,3,Rural,1990,240508.8367
2250,4,1,Suburb,1999,279073.864
2682,4,3,Suburb,1963,244530.016
2555,2,1,Urban,1972,354766.5625
2464,5,2,Suburb,2015,276540.4343
2425,5,2,Rural,1989,269753.636
1046,5,2,Urban,1970,92737.39911
2256,4,2,Rural,1992,90256.53135
2328,4,2,Rural,1995,256324.2314
2549,3,2,Rural,1997,215428.4397
2166,4,2,Rural,2018,349937.8305
2438,5,1,Rural,1979,270658.2007
2536,5,3,Urban,1989,341876.2465
2396,5,2,Rural,1991,333079.8091
2589,2,2,Rural,1973,352650.3372
2909,3,2,Rural,2008,384570.0093
2282,3,1,Rural,2014,295735.1483
1655,4,2,Suburb,2003,195194.7001
1470,2,3,Urban,2008,95133.30811
2976,3,1,Urban,2009,299964.9161
1970,2,1,Suburb,1987,197931.9728
2035,2,2,Rural,1951,234129.6807
2353,4,1,Urban,2014,352243.8437
1735,2,2,Rural,1957,195768.7658
1783,3,3,Suburb,1960,189727.3846
1967,4,3,Urban,1991,235663.8438
1357,3,1,Urban,2004,82170.73833
1971,2,1,Rural,1990,238246.3746
2431,2,2,Suburb,1952,209647.4475
1667,5,1,Urban,1960,204634.1488
1372,4,3,Rural,2009,121797.3579
2031,4,1,Rural,1959,232913.7787
2145,5,3,Rural,1961,260744.7749
2371,3,2,Rural,2017,295669.2145
1675,3,3,Suburb,1950,222874.7259
1089,2,1,Urban,1989,169571.7065
2671,4,3,Rural,1988,301400.8762
1697,2,3,Suburb,1965,146521.3089
2339,5,1,Urban,1974,239841.0992
2201,2,2,Urban,1977,250995.7481
1539,3,3,Rural,1992,230483.4878
1731,3,1,Urban,1956,219340.6906
1868,5,3,Rural,1978,271113.4179
1040,3,3,Suburb,2012,154006.6036
1739,5,3,Urban,1960,208431.5694
2727,4,2,Rural,1950,312734.6629
2946,5,3,Suburb,1977,342149.8424
1501,5,1,Rural,1995,198493.3216
1958,5,1,Urban,1952,256779.9117
2168,3,3,Suburb,1963,233297.0962
2224,4,2,Urban,1988,267938.9424
1928,2,1,Urban,1974,210799.6589
2747,4,2,Rural,1984,373797.1323
1460,3,2,Rural,1979,128689.3647
1731,4,1,Suburb,1989,149708.5314
1751,4,1,Rural,1960,167144.4374
1924,5,2,Suburb,2015,180984.9797
1908,5,3,Urban,1988,207714.8484
2581,3,2,Urban,1977,226302.5261
2570,5,1,Urban,2013,341995.9982
2276,3,2,Urban,1952,261788.2303
1389,2,1,Suburb,1955,169312.4952
2617,4,3,Suburb,1985,246554.2549
1882,2,3,Urban,1952,218620.4392
1255,2,3,Rural,1969,152644.9079
1708,4,3,Urban,2019,79441.72986
2838,5,3,Suburb,2006,251681.7532
2944,2,1,Rural,2001,270128.2948
1449,4,2,Urban,1958,207723.0893
1009,2,3,Urban,2017,100701.1998
1823,2,1,Suburb,2019,236683.2894
1797,4,2,Suburb,1999,234486.0124
2265,5,2,Suburb,1955,165566.9689
2274,3,3,Suburb,1992,286489.7196
1876,4,3,Rural,2005,177401.4627
2028,3,2,Rural,1966,249908.6285
2142,4,2,Suburb,1981,161743.4268
2015,4,1,Rural,1960,187143.6844
2824,3,3,Urban,1975,247402.51
1373,3,2,Rural,1967,155358.8252
2088,5,2,Urban,1979,279165.0372
1145,4,3,Suburb,2013,89762.97208
1223,4,1,Urban,1981,181760.1201
2262,4,1,Suburb,2006,244215.915
1176,5,3,Suburb,2011,245337.7602
2802,3,1,Suburb,1956,303158.5657
1852,4,1,Rural,1954,156793.6423
2305,3,1,Urban,2019,290483.5992
1062,5,2,Rural,1963,94671.10673
2240,2,2,Suburb,1995,194460.4233
2877,3,1,Rural,1961,282958.5553
1826,5,3,Suburb,1999,203993.7393
1794,2,3,Urban,1990,205849.0281
1688,4,3,Suburb,1957,149216.2595
2484,4,1,Suburb,1952,246342.1789
2952,3,3,Rural,2001,289062.4435
2633,2,2,Suburb,1960,296127.9757
1104,5,3,Urban,1997,97422.08369
2122,4,3,Urban,1961,163521.6964
1510,4,2,Suburb,2000,122252.2819
1384,2,2,Urban,1953,133770.9307
1404,5,1,Suburb,1966,184800.9521
1822,4,1,Suburb,1978,251020.9433
1517,4,1,Urban,1972,115263.6406
1475,3,1,Rural,2011,90949.32581
1708,5,1,Suburb,1961,189782.1234
2886,4,2,Rural,1997,280071.5049
2668,2,2,Rural,1982,258006.4645
2893,4,2,Suburb,1962,386754.0319
1770,5,3,Urban,1987,146603.6578
2460,3,3,Suburb,1999,259605.931
2046,4,3,Urban,1961,259302.2278
1996,2,1,Suburb,1975,172698.9227
2588,4,3,Rural,2014,339031.5397
1676,2,1,Suburb,1952,255611.7275
1713,5,1,Urban,1957,192246.8559
2481,3,1,Urban,1979,345003.4976
1082,5,1,Suburb,1992,142633.8501
2168,4,3,Urban,1963,195356.4527
2108,4,2,Suburb,1966,279338.9778
2101,3,1,Rural,2020,176065.2208
1456,2,3,Suburb,1989,102686.5125
2901,5,1,Suburb,2015,357084.8621
1000,2,1,Urban,1957,77593.87759
1050,4,2,Suburb,1955,218059.0327
1684,2,1,Rural,1967,97481.12166
1716,5,2,Rural,2015,251997.9172
2795,2,3,Suburb,1951,291568.3442
2469,4,1,Urban,2009,164581.1036
1448,5,2,Rural,1952,232049.1635
1880,2,1,Suburb,1956,153154.0548
1487,2,1,Suburb,1996,40231.17454
2823,5,1,Rural,1979,400579.3722
1033,4,2,Urban,1984,171695.7859
2371,5,3,Suburb,2008,255858.326
1094,4,2,Rural,2011,198666.6614
2095,2,3,Suburb,1996,232521.0726
2574,5,2,Rural,1966,296498.539
1153,4,2,Suburb,2002,220953.7614
1249,5,3,Urban,1982,177511.568
1673,2,3,Urban,2012,243821.2869
1437,5,3,Rural,1991,152095.5908
1117,2,2,Suburb,1997,62277.05246
1770,2,3,Urban,2011,182285.0474
2914,2,1,Rural,1956,339183.5221
2329,4,1,Urban,2004,335253.9925
1267,4,1,Urban,1987,157519.0966
2984,3,1,Suburb,2018,424502.0676
2077,4,3,Suburb,1988,202779.7546
1235,3,3,Urban,1978,106521.1347
1388,5,1,Urban,1978,178038.7173
1989,2,3,Urban,2004,233632.7683
2757,4,1,Urban,2009,286469.3746
1762,2,2,Rural,2015,173138.793
2848,3,3,Rural,1953,273489.4263
1400,4,2,Urban,1969,205885.8809
1623,4,3,Suburb,2000,200613.407
1766,4,3,Suburb,2019,227038.9841
2326,4,3,Rural,2004,141390.5479
1918,2,2,Urban,1995,267982.4736
2230,4,2,Suburb,1996,207817.7
2252,3,1,Urban,2019,309843.4982
1852,4,2,Rural,1963,151088.1312
2933,3,2,Rural,1954,251312.0636
1577,3,1,Suburb,1981,153390.6597
1074,2,2,Urban,1991,145292.9662
1434,4,2,Rural,1989,227151.0926
1102,3,1,Suburb,1969,119347.7218
2445,4,2,Urban,1994,240111.0138
2727,2,1,Urban,1961,349505.4323
1763,2,3,Rural,1990,182273.603
1737,4,3,Suburb,1959,192126.8828
1805,3,2,Urban,1951,249793.7963
2329,5,3,Suburb,2005,297511.5523
1097,5,2,Urban,1965,177698.1915
2873,2,1,Urban,1994,351221.3195
1797,3,1,Urban,1996,145554.8089
2358,5,1,Suburb,1990,276729.5247
1858,3,3,Rural,1993,169985.3277
1434,4,1,Urban,2020,131335.8406
1446,2,1,Rural,2007,204761.004
2331,4,2,Urban,2004,316339.4136
1248,4,2,Rural,1974,273099.8533
1165,4,2,Suburb,1961,146864.0337
2504,3,2,Urban,1967,206789.4452
1983,5,1,Urban,2014,269940.1613
2358,4,2,Rural,2003,223537.9922
2019,2,3,Rural,2013,196595.6766
1541,3,3,Rural,2012,224318.8108
1758,5,3,Suburb,1964,203716.1351
2129,4,2,Urban,2018,266474.7697
2586,2,1,Suburb,1955,277634.1844
1080,4,2,Suburb,1978,170586.8613
1132,5,3,Rural,1975,134815.3595
1796,5,2,Rural,1950,151337.7333
1899,4,3,Urban,1978,276208.0402
1137,4,1,Urban,1964,108678.2042
1183,3,1,Urban,1995,162682.1164
2424,5,1,Rural,2013,291911.7852
2353,5,1,Rural,1986,259199.8998
1784,4,1,Suburb,2004,207482.8857
2531,2,2,Urban,2005,274383.1438
2875,4,1,Suburb,1966,192842.6457
1983,4,2,Urban,2021,233248.5383
1068,5,3,Urban,2006,161092.3915
1545,3,3,Urban,1971,235129.0153
2797,4,1,Suburb,1956,233716.4286
1052,2,2,Suburb,1952,146607.1892
2473,2,1,Suburb,2003,198600.8868
1204,4,3,Rural,2005,216805.1691
1125,2,2,Rural,2013,105204.6554
2770,2,3,Suburb,1958,332358.6533
1042,4,2,Rural,1999,201918.8625
2775,2,3,Rural,2020,290506.1967
2994,2,1,Suburb,2006,280134.6154
2906,4,1,Urban,1957,303339.8006
1110,5,1,Rural,2002,200784.7141
1760,3,3,Suburb,1984,242093.5662
2686,3,3,Urban,1998,333760.3977
2206,5,3,Rural,1973,338611.3582
1847,4,1,Suburb,1956,204116.3786
1094,5,3,Urban,1989,150610.5298
2994,3,3,Rural,2000,351976.5748
2397,3,1,Suburb,1985,188577.0633
2935,3,3,Suburb,1983,373813.1557
2543,3,2,Rural,2002,240045.8146
1899,4,3,Suburb,2016,232981.9149
1359,3,1,Urban,1982,192126.7211
1899,3,2,Suburb,2015,183344.2437
2719,4,1,Rural,2003,250253.1185
1280,5,1,Urban,2014,156414.8938
2218,4,1,Suburb,2018,276382.0311
2887,3,2,Suburb,1989,343806.6146
2218,2,2,Urban,2013,249691.3945
1666,4,1,Urban,1959,139810.7598
1092,4,3,Rural,1963,82690.011
1671,5,2,Suburb,2000,238757.9039
2969,3,1,Urban,1950,321467.9752
1060,2,3,Suburb,1974,169940.9504
1633,4,1,Suburb,1971,175580.2569
2074,4,2,Suburb,1985,230989.2472
2426,4,2,Rural,1976,279755.3596
2812,2,3,Suburb,1970,362904.4722
2028,4,2,Rural,1980,268956.672
2489,4,1,Suburb,1955,231954.8072
1603,2,1,Rural,2001,179761.436
1681,4,3,Rural,1957,233796.1321
2852,2,3,Suburb,2011,362553.0598
1533,5,3,Rural,1959,323573.6463
2428,2,3,Rural,2020,217368.5185
1837,5,1,Rural,1989,246895.8973
2536,2,1,Suburb,1984,313418.6881
1644,3,1,Urban,1975,212913.1865
1232,4,1,Urban,2021,156627.3542
1523,5,3,Suburb,2013,175489.8932
1345,4,2,Rural,1953,164341.1022
2069,4,1,Suburb,2020,246798.2604
1545,2,2,Urban,1953,189422.266
2968,3,3,Urban,1965,379492.5664
2101,2,3,Rural,1962,236619.5378
2753,4,2,Suburb,1999,326789.9498
2836,2,3,Urban,2016,368704.6269
2946,5,2,Suburb,1981,355324.4786
2096,3,1,Urban,1952,286598.8008
1793,4,3,Urban,1987,208823.7014
1248,2,3,Urban,2016,144806.3152
1046,5,2,Suburb,1988,24201.6307
2144,3,2,Suburb,2006,255121.8291
1213,2,2,Rural,2004,83400.59453
1238,2,2,Suburb,1976,107985.1033
2079,4,2,Suburb,1965,300957.7899
1349,5,3,Urban,1953,229106.9832
1106,3,2,Rural,1999,145544.5536
1830,2,1,Rural,1995,219525.3673
1047,3,2,Suburb,1991,169713.5251
2596,5,3,Suburb,1998,340109.2967
1336,4,1,Suburb,1993,132485.8522
2049,4,3,Suburb,1981,261852.5393
1803,4,2,Suburb,2021,167341.431
2280,3,3,Rural,1995,279972.3849
1007,3,3,Rural,2020,104862.8038
1624,2,2,Rural,1986,181002.398
2890,5,3,Urban,1951,291217.4185
2276,5,3,Urban,2016,280634.179
2715,5,3,Suburb,2018,280526.4042
1718,3,1,Urban,2012,322761.7216
1302,4,3,Rural,1960,117527.3133
1638,5,2,Suburb,1967,272001.0563
1055,2,2,Urban,1998,128967.4181
1725,3,3,Rural,1963,206785.9408
1525,4,2,Suburb,1971,220914.5333
1473,5,1,Suburb,1971,134308.114
1027,4,2,Rural,1974,190994.4172
1077,2,2,Rural,1965,132371.3343
2239,5,3,Urban,1988,155708.8798
2409,5,1,Rural,1979,286223.4396
1364,4,1,Rural,1970,163351.0783
1665,3,2,Rural,2021,175376.2716
1525,4,2,Suburb,1992,179134.0511
1698,2,3,Rural,2010,276522.3217
2335,4,3,Rural,1968,305260.835
1882,4,1,Suburb,1969,149464.8742
2030,5,3,Suburb,1996,163185.2062
2026,3,1,Suburb,1973,202966.6409
2646,3,1,Suburb,2013,359020.0994
1918,3,2,Suburb,1969,270285.2388
1749,3,1,Rural,2014,153530.473
1362,4,1,Rural,2020,120080.0511
2774,5,1,Urban,1974,319107.7939
2531,5,1,Rural,2006,278897.6645
2297,3,2,Suburb,1982,173934.8324
2529,4,3,Rural,2010,274377.3599
1805,3,3,Rural,1993,158850.1245
1738,3,1,Urban,2010,133936.1418
2906,5,3,Suburb,1996,287991.1882
2038,5,3,Rural,1981,174033.065
2215,3,1,Urban,1953,236900.2616
2654,4,1,Rural,2014,234263.2942
1484,3,3,Rural,1979,160660.3926
1027,5,2,Rural,1951,146631.5582
1713,5,3,Urban,1997,243336.4403
2062,4,1,Rural,1955,215906.9596
2976,3,3,Rural,2016,401985.2877
2296,3,3,Urban,2019,289130.5018
2254,2,2,Suburb,1983,299759.5828
1085,3,3,Suburb,1952,170202.3997
2497,4,3,Rural,1986,269624.0149
1125,5,1,Urban,2003,127992.8921
1811,2,2,Rural,1971,202758.0036
1536,4,3,Rural,1951,231199.8505
1144,4,3,Urban,1955,140611.7564
2548,2,1,Suburb,1987,186540.9574
2235,3,1,Urban,2017,213170.349
1024,2,2,Urban,2006,-24715.24248
2603,4,2,Rural,1955,262747.1867
2417,3,2,Urban,1983,241061.3837
1066,5,1,Urban,2001,121229.067
1232,2,1,Rural,1955,162027.0236
1108,4,1,Urban,2013,223401.1497
2169,3,1,Urban,2008,195532.4744
1110,4,2,Urban,1989,159300.6479
1227,3,2,Suburb,1965,62986.30562
1110,3,2,Urban,2015,155601.306
2493,2,1,Urban,1959,271473.4356
1033,5,1,Urban,1979,257937.6703
1622,3,1,Rural,1982,162059.8141
2799,4,1,Rural,2017,298891.0325
2959,3,3,Rural,1988,256438.8141
2392,5,2,Rural,1953,339929.7687
1747,4,2,Suburb,2013,153806.369
1594,3,3,Rural,1974,230984.6303
2577,3,2,Rural,1964,354670.2667
1424,2,1,Urban,1955,81791.59901
1612,5,2,Urban,2018,197839.958
2541,3,1,Rural,1992,279927.3625
1691,5,1,Rural,2000,123146.7208
2305,3,1,Urban,1964,173424.079
2343,4,3,Rural,2004,171330.5193
2761,5,2,Suburb,1952,225236.9281
2466,4,1,Urban,1959,312980.879
2975,5,2,Rural,1973,230128.1483
1314,4,3,Urban,1991,181639.5675
1876,3,2,Rural,2015,274445.7925
2989,4,2,Suburb,1959,366555.2355
2764,4,2,Suburb,1990,250869.3714
2400,3,2,Suburb,1970,379321.2427
2312,5,3,Urban,2002,282074.2092
2460,4,2,Rural,2018,255506.8043
1661,2,1,Urban,2006,272637.2866
1276,2,3,Urban,1969,199083.427
2733,4,2,Urban,1971,287467.221
2605,4,2,Suburb,1999,307809.4844
2526,4,1,Suburb,2021,312283.5438
1623,5,3,Rural,1957,257388.341
1515,3,3,Suburb,1961,129303.2939
2373,2,1,Rural,1978,339049.5567
1842,2,2,Rural,1987,169699.0839
2469,5,2,Suburb,1975,290906.1659
2853,4,3,Suburb,1959,265870.2889
1349,4,3,Suburb,2006,69051.27591
2630,3,2,Rural,2000,237559.9186
2687,3,1,Urban,1974,288266.3123
1822,2,1,Rural,1998,250317.0278
2160,3,2,Rural,1964,240498.2942
1758,2,1,Urban,1991,257528.4573
1898,5,3,Rural,1970,252217.3113
1242,4,2,Rural,1976,129691.645
1542,4,1,Suburb,2012,245906.6674
2063,2,1,Suburb,2000,232425.8523
1228,4,3,Urban,1981,121480.6303
1547,5,3,Suburb,1961,198137.8777
1919,3,2,Suburb,1973,203344.1167
2246,5,3,Suburb,1992,260688.8008
1005,4,3,Urban,1991,87658.88398
2345,5,2,Urban,2019,316660.3662
1467,4,1,Suburb,1976,115795.3617
2755,2,3,Rural,2011,287310.4062
1074,3,2,Urban,1963,149952.39
1003,3,3,Urban,2005,88765.26779
2870,4,3,Rural,1951,314993.8588
1645,4,1,Rural,2018,144500.2653
1117,3,3,Suburb,1967,72090.54118
1880,5,3,Rural,2014,305647.9089
2629,5,3,Rural,1953,340724.3963
1503,5,1,Rural,1996,179352.7077
1946,3,3,Suburb,1994,261841.7539
1573,2,2,Suburb,2019,213060.5518
2464,4,2,Suburb,2014,255410.4807
1193,4,1,Suburb,2019,193815.8689
1846,3,1,Urban,2008,162337.9073
1714,2,1,Suburb,1981,229013.3324
2415,3,3,Suburb,1992,187933.5322
2049,5,1,Rural,1987,216764.6262
2458,5,2,Suburb,1978,208859.1965
1172,4,2,Suburb,2018,164459.1066
2323,4,3,Rural,1995,328992.5634
2668,4,3,Suburb,1950,338334.5366
1325,4,3,Rural,1955,140293.8497
2433,5,3,Urban,1985,221513.4583
